date;salesAmount;promotionYes;bridgeDayYes;publicHolidayYes;seasonCode;seasonName;calendarWeek;newSnowCode;newSnowDescription;rainCode;rainDescription;sunshineCode;sunShineDescription;temperaturCode;temperatureDescription;shopsClosedYes;weekdayCode;weekDayDescription 
2015-04-20;8240;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;2;Montag
2015-04-21;6009;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;3;Dienstag
2015-04-22;5829;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-04-23;5690;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;5;Donnerstag
2015-04-24;8336;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2015-04-25;12056;0;0;0;1;Fruehling;17;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2015-04-26;1418;0;0;0;1;Fruehling;17;0;kein Schnee;3;Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-04-27;7448;0;0;0;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;5;viel waermer als Mittel;0;2;Montag
2015-04-28;5274;0;0;0;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2015-04-29;5733;0;0;0;1;Fruehling;18;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2015-04-30;8270;0;0;0;1;Fruehling;18;0;kein Schnee;4;feuchter als Mittel;3;Mittel;4;waermer als Mittel;0;5;Donnerstag
2015-05-01;2074;0;0;1;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;6;Freitag
2015-05-02;11955;0;0;0;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;3;Mittel;0;7;Samstag
2015-05-03;1351;0;0;0;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-05-04;8140;0;0;0;1;Fruehling;19;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;5;viel waermer als Mittel;0;2;Montag
2015-05-05;6187;0;0;0;1;Fruehling;19;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-05-06;6845;0;0;0;1;Fruehling;19;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;3;Mittel;0;4;Mittwoch
2015-05-07;6595;0;0;0;1;Fruehling;19;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;5;Donnerstag
2015-05-08;9136;0;0;0;1;Fruehling;19;0;kein Schnee;4;feuchter als Mittel;4;mehr als Mittel;3;Mittel;0;6;Freitag
2015-05-09;12764;0;0;0;1;Fruehling;19;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;4;waermer als Mittel;0;7;Samstag
2015-05-10;1172;0;0;0;1;Fruehling;19;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-05-11;6564;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2015-05-12;5455;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-05-13;9011;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-05-14;1879;0;0;1;1;Fruehling;20;0;kein Schnee;3;Mittel;3;Mittel;5;viel waermer als Mittel;1;5;Donnerstag
2015-05-15;11449;0;1;0;1;Fruehling;20;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;6;Freitag
2015-05-16;11746;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;7;Samstag
2015-05-17;1674;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-05-18;9472;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;2;Montag
2015-05-19;6781;0;0;0;1;Fruehling;21;0;kein Schnee;3;Mittel;1;viel weniger als Mittel;3;Mittel;0;3;Dienstag
2015-05-20;6368;0;0;0;1;Fruehling;21;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2015-05-21;5722;0;0;0;1;Fruehling;21;0;kein Schnee;3;Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;5;Donnerstag
2015-05-22;7839;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;6;Freitag
2015-05-23;10885;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;3;Mittel;0;7;Samstag
2015-05-24;1160;0;0;1;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-05-25;1577;0;0;1;1;Fruehling;22;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;3;Mittel;1;2;Montag
2015-05-26;8971;0;0;0;1;Fruehling;22;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2015-05-27;7404;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2015-05-28;6673;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;5;Donnerstag
2015-05-29;8965;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2015-05-30;13019;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;4;waermer als Mittel;0;7;Samstag
2015-05-31;1506;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-06-01;8112;0;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;2;Montag
2015-06-02;17494;1;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;3;Dienstag
2015-06-03;17538;1;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-06-04;16095;1;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2015-06-05;20420;1;0;0;2;Sommer;23;0;kein Schnee;4;feuchter als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2015-06-06;25134;1;0;0;2;Sommer;23;0;kein Schnee;4;feuchter als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-06-07;2712;1;0;0;2;Sommer;23;0;kein Schnee;5;viel feuchter als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-06-08;17990;1;0;0;2;Sommer;24;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;3;Mittel;0;2;Montag
2015-06-09;6992;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2015-06-10;6936;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2015-06-11;6914;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;5;Donnerstag
2015-06-12;9779;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2015-06-13;13249;0;0;0;2;Sommer;24;0;kein Schnee;3;Mittel;3;Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-06-14;1858;0;0;0;2;Sommer;24;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-06-15;8916;0;0;0;2;Sommer;25;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2015-06-16;6849;0;0;0;2;Sommer;25;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;0;3;Dienstag
2015-06-17;6797;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;4;Mittwoch
2015-06-18;7307;0;0;0;2;Sommer;25;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2015-06-19;10250;0;0;0;2;Sommer;25;0;kein Schnee;3;Mittel;3;Mittel;2;kaelter als Mittel;0;6;Freitag
2015-06-20;13418;0;0;0;2;Sommer;25;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;7;Samstag
2015-06-21;1778;0;0;0;2;Sommer;25;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;1;1;Sonntag
2015-06-22;8971;0;0;0;2;Sommer;26;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;3;Mittel;0;2;Montag
2015-06-23;16979;1;0;0;2;Sommer;26;0;kein Schnee;4;feuchter als Mittel;3;Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2015-06-24;15164;1;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2015-06-25;15634;1;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;5;Donnerstag
2015-06-26;20142;1;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2015-06-27;26052;1;0;0;2;Sommer;26;0;kein Schnee;3;Mittel;3;Mittel;4;waermer als Mittel;0;7;Samstag
2015-06-28;2495;1;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-06-29;18169;1;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;0;2;Montag
2015-06-30;7808;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-07-01;7657;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-07-02;7562;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2015-07-03;10126;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2015-07-04;13102;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-07-05;1606;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-07-06;9778;0;0;0;2;Sommer;28;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;0;2;Montag
2015-07-07;19989;1;0;0;2;Sommer;28;0;kein Schnee;4;feuchter als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-07-08;18158;1;0;0;2;Sommer;28;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;3;Mittel;0;4;Mittwoch
2015-07-09;15033;1;0;0;2;Sommer;28;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;5;Donnerstag
2015-07-10;19373;1;0;0;2;Sommer;28;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;6;Freitag
2015-07-11;25834;1;0;0;2;Sommer;28;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;7;Samstag
2015-07-12;2612;1;0;0;2;Sommer;28;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-07-13;18257;1;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;2;Montag
2015-07-14;6800;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-07-15;6265;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-07-16;6072;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2015-07-17;7914;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;0;6;Freitag
2015-07-18;11053;0;0;0;2;Sommer;29;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2015-07-19;1390;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-07-20;8032;0;0;0;2;Sommer;30;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2015-07-21;6117;0;0;0;2;Sommer;30;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-07-22;6274;0;0;0;2;Sommer;30;0;kein Schnee;4;feuchter als Mittel;3;Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-07-23;6282;0;0;0;2;Sommer;30;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;5;Donnerstag
2015-07-24;7649;0;0;0;2;Sommer;30;0;kein Schnee;4;feuchter als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2015-07-25;10604;0;0;0;2;Sommer;30;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;3;Mittel;0;7;Samstag
2015-07-26;1331;0;0;0;2;Sommer;30;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;1;1;Sonntag
2015-07-27;8347;0;0;0;2;Sommer;31;0;kein Schnee;4;feuchter als Mittel;3;Mittel;3;Mittel;0;2;Montag
2015-07-28;6525;0;0;0;2;Sommer;31;0;kein Schnee;1;viel trockener als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2015-07-29;6230;0;0;0;2;Sommer;31;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2015-07-30;7302;0;0;0;2;Sommer;31;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;1;viel kaelter als Mittel;0;5;Donnerstag
2015-07-31;13950;0;0;0;2;Sommer;31;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;6;Freitag
2015-08-01;1721;0;0;1;2;Sommer;31;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;7;Samstag
2015-08-02;1501;0;0;0;2;Sommer;31;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;4;waermer als Mittel;1;1;Sonntag
2015-08-03;9546;0;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2015-08-04;12763;1;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;3;Dienstag
2015-08-05;12403;1;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-08-06;11634;1;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2015-08-07;15451;1;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;0;6;Freitag
2015-08-08;21003;1;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-08-09;1839;1;0;0;2;Sommer;32;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-08-10;15474;1;0;0;2;Sommer;33;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;5;viel waermer als Mittel;0;2;Montag
2015-08-11;7534;0;0;0;2;Sommer;33;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-08-12;6590;0;0;0;2;Sommer;33;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-08-13;6415;0;0;0;2;Sommer;33;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2015-08-14;8861;0;0;0;2;Sommer;33;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;0;6;Freitag
2015-08-15;12513;0;0;0;2;Sommer;33;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;7;Samstag
2015-08-16;1711;0;0;0;2;Sommer;33;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;1;1;Sonntag
2015-08-17;7903;0;0;0;2;Sommer;34;0;kein Schnee;1;viel trockener als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;2;Montag
2015-08-18;5861;0;0;0;2;Sommer;34;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2015-08-19;6029;0;0;0;2;Sommer;34;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2015-08-20;5802;0;0;0;2;Sommer;34;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2015-08-21;8892;0;0;0;2;Sommer;34;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;6;Freitag
2015-08-22;11124;0;0;0;2;Sommer;34;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;7;Samstag
2015-08-23;1399;0;0;0;2;Sommer;34;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2015-08-24;7736;0;0;0;2;Sommer;35;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2015-08-25;6835;0;0;0;2;Sommer;35;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2015-08-26;6532;0;0;0;2;Sommer;35;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2015-08-27;6387;0;0;0;2;Sommer;35;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;5;Donnerstag
2015-08-28;8742;0;0;0;2;Sommer;35;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2015-08-29;10302;0;0;0;2;Sommer;35;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-08-30;1539;0;0;0;2;Sommer;35;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-08-31;9112;0;0;0;2;Sommer;36;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2015-09-01;16079;1;0;0;3;Herbst;36;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-09-02;14516;1;0;0;3;Herbst;36;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;4;waermer als Mittel;0;4;Mittwoch
2015-09-03;13150;1;0;0;3;Herbst;36;0;kein Schnee;1;viel trockener als Mittel;1;viel weniger als Mittel;3;Mittel;0;5;Donnerstag
2015-09-04;16868;1;0;0;3;Herbst;36;0;kein Schnee;5;viel feuchter als Mittel;4;mehr als Mittel;3;Mittel;0;6;Freitag
2015-09-05;21005;1;0;0;3;Herbst;36;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;7;Samstag
2015-09-06;2578;1;0;0;3;Herbst;36;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2015-09-07;15553;1;0;0;3;Herbst;37;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;1;viel kaelter als Mittel;0;2;Montag
2015-09-08;8371;0;0;0;3;Herbst;37;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;3;Dienstag
2015-09-09;7275;0;0;0;3;Herbst;37;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2015-09-10;6415;0;0;0;3;Herbst;37;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;1;viel kaelter als Mittel;0;5;Donnerstag
2015-09-11;8489;0;0;0;3;Herbst;37;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;2;kaelter als Mittel;0;6;Freitag
2015-09-12;10987;0;0;0;3;Herbst;37;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-09-13;1832;0;0;0;3;Herbst;37;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;1;1;Sonntag
2015-09-14;8095;0;0;0;3;Herbst;38;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;4;waermer als Mittel;0;2;Montag
2015-09-15;6858;0;0;0;3;Herbst;38;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;3;Mittel;0;3;Dienstag
2015-09-16;6789;0;0;0;3;Herbst;38;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;4;Mittwoch
2015-09-17;6665;0;0;0;3;Herbst;38;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2015-09-18;9153;0;0;0;3;Herbst;38;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;6;Freitag
2015-09-19;12444;0;0;0;3;Herbst;38;0;kein Schnee;4;feuchter als Mittel;3;Mittel;2;kaelter als Mittel;0;7;Samstag
2015-09-20;1643;0;0;0;3;Herbst;38;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;1;1;Sonntag
2015-09-21;8444;0;0;0;3;Herbst;39;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;1;viel kaelter als Mittel;0;2;Montag
2015-09-22;15454;1;0;0;3;Herbst;39;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2015-09-23;15717;1;0;0;3;Herbst;39;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2015-09-24;13205;1;0;0;3;Herbst;39;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;1;viel kaelter als Mittel;0;5;Donnerstag
2015-09-25;17821;1;0;0;3;Herbst;39;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;1;viel kaelter als Mittel;0;6;Freitag
2015-09-26;22024;1;0;0;3;Herbst;39;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;7;Samstag
2015-09-27;2607;1;0;0;3;Herbst;39;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;1;1;Sonntag
2015-09-28;15913;1;0;0;3;Herbst;40;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;1;viel kaelter als Mittel;0;2;Montag
2015-09-29;7174;0;0;0;3;Herbst;40;0;kein Schnee;3;Mittel;5;viel mehr als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2015-09-30;6684;0;0;0;3;Herbst;40;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2015-10-01;5828;0;0;0;3;Herbst;40;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2015-10-02;7633;0;0;0;3;Herbst;40;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;6;Freitag
2015-10-03;11200;0;0;0;3;Herbst;40;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2015-10-04;1779;0;0;0;3;Herbst;40;0;kein Schnee;4;feuchter als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2015-10-05;7279;0;0;0;3;Herbst;41;0;kein Schnee;4;feuchter als Mittel;3;Mittel;4;waermer als Mittel;0;2;Montag
2015-10-06;3916;0;0;0;3;Herbst;41;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2015-10-07;4291;0;0;0;3;Herbst;41;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2015-10-08;2961;0;0;0;3;Herbst;41;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;5;Donnerstag
2015-10-09;3613;0;0;0;3;Herbst;41;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;6;Freitag
2015-10-10;5878;0;0;0;3;Herbst;41;0;kein Schnee;1;viel trockener als Mittel;1;viel weniger als Mittel;3;Mittel;0;7;Samstag
