date;salesAmount;promotionYes;bridgeDayYes;publicHolidayYes;seasonCode;seasonName;calendarWeek;newSnowCode;newSnowDescription;rainCode;rainDescription;sunshineCode;sunShineDescription;temperaturCode;temperatureDescription;shopsClosedYes;weekdayCode;weekDayDescription 
2014-02-12;5420;0;0;0;4;Winter;7;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;4;Mittwoch
2014-02-13;5919;0;0;0;4;Winter;7;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-02-14;8217;0;0;0;4;Winter;7;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;6;Freitag
2014-02-15;10475;0;0;0;4;Winter;7;0;kein Schnee;5;viel feuchter als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2014-02-16;1299;0;0;0;4;Winter;7;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-02-17;8121;0;0;0;4;Winter;8;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;2;Montag
2014-02-18;14457;1;0;0;4;Winter;8;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;3;Dienstag
2014-02-19;13618;1;0;0;4;Winter;8;0;kein Schnee;3;Mittel;1;viel weniger als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-02-20;14451;1;0;0;4;Winter;8;0;kein Schnee;4;feuchter als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-02-21;17611;1;0;0;4;Winter;8;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;5;viel waermer als Mittel;0;6;Freitag
2014-02-22;21632;1;0;0;4;Winter;8;0;kein Schnee;5;viel feuchter als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;7;Samstag
2014-02-23;2233;1;0;0;4;Winter;8;0;kein Schnee;3;Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-02-24;14896;1;0;0;4;Winter;9;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;2;Montag
2014-02-25;7061;0;0;0;4;Winter;9;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2014-02-26;6733;0;0;0;4;Winter;9;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-02-27;7174;0;0;0;4;Winter;9;0;kein Schnee;5;viel feuchter als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-02-28;9663;0;0;0;4;Winter;9;0;kein Schnee;3;Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2014-03-01;11763;0;0;0;1;Fruehling;9;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;7;Samstag
2014-03-02;1378;0;0;0;1;Fruehling;9;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-03-03;9221;0;0;0;1;Fruehling;10;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2014-03-04;14520;1;0;0;1;Fruehling;10;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2014-03-05;14839;1;0;0;1;Fruehling;10;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;3;Mittel;0;4;Mittwoch
2014-03-06;14621;1;0;0;1;Fruehling;10;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;5;Donnerstag
2014-03-07;16843;1;0;0;1;Fruehling;10;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;6;Freitag
2014-03-08;19653;1;0;0;1;Fruehling;10;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;7;Samstag
2014-03-09;1777;1;0;0;1;Fruehling;10;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2014-03-10;13113;1;0;0;1;Fruehling;11;0;kein Schnee;3;Mittel;3;Mittel;4;waermer als Mittel;0;2;Montag
2014-03-11;7062;0;0;0;1;Fruehling;11;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;3;Dienstag
2014-03-12;6188;0;0;0;1;Fruehling;11;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;4;Mittwoch
2014-03-13;6167;0;0;0;1;Fruehling;11;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;5;Donnerstag
2014-03-14;8768;0;0;0;1;Fruehling;11;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2014-03-15;11519;0;0;0;1;Fruehling;11;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2014-03-16;1326;0;0;0;1;Fruehling;11;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-03-17;7823;0;0;0;1;Fruehling;12;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2014-03-18;6278;0;0;0;1;Fruehling;12;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2014-03-19;6327;0;0;0;1;Fruehling;12;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-03-20;6870;0;0;0;1;Fruehling;12;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-03-21;10007;0;0;0;1;Fruehling;12;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2014-03-22;12581;0;0;0;1;Fruehling;12;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2014-03-23;1439;0;0;0;1;Fruehling;12;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-03-24;7726;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;2;Montag
2014-03-25;6691;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;3;Dienstag
2014-03-26;6766;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2014-03-27;7665;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;5;Donnerstag
2014-03-28;10351;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2014-03-29;12444;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;7;Samstag
2014-03-30;1506;0;0;0;1;Fruehling;13;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-03-31;9256;0;0;0;1;Fruehling;14;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2014-04-01;18847;1;0;0;1;Fruehling;14;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;3;Dienstag
2014-04-02;17563;1;0;0;1;Fruehling;14;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-04-03;17230;1;0;0;1;Fruehling;14;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;5;Donnerstag
2014-04-04;20938;1;0;0;1;Fruehling;14;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;6;Freitag
2014-04-05;24873;1;0;0;1;Fruehling;14;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2014-04-06;2211;1;0;0;1;Fruehling;14;0;kein Schnee;3;Mittel;3;Mittel;4;waermer als Mittel;1;1;Sonntag
2014-04-07;15327;1;0;0;1;Fruehling;15;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;2;Montag
2014-04-08;7629;0;0;0;1;Fruehling;15;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;3;Dienstag
2014-04-09;6823;0;0;0;1;Fruehling;15;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;4;Mittwoch
2014-04-10;6739;0;0;0;1;Fruehling;15;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;5;Donnerstag
2014-04-11;9564;0;0;0;1;Fruehling;15;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2014-04-12;11906;0;0;0;1;Fruehling;15;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2014-04-13;1621;0;0;0;1;Fruehling;15;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-04-14;7703;0;0;0;1;Fruehling;16;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;2;Montag
2014-04-15;6769;0;0;0;1;Fruehling;16;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;3;Dienstag
2014-04-16;8823;0;0;0;1;Fruehling;16;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;4;Mittwoch
2014-04-17;13720;0;0;0;1;Fruehling;16;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2014-04-18;1860;0;0;1;1;Fruehling;16;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;1;6;Freitag
2014-04-19;13337;0;0;0;1;Fruehling;16;0;kein Schnee;3;Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;7;Samstag
2014-04-20;1373;0;0;1;1;Fruehling;16;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;1;1;Sonntag
2014-04-21;1746;0;0;1;1;Fruehling;17;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;3;Mittel;1;2;Montag
2014-04-22;7155;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;3;Dienstag
2014-04-23;5400;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-04-24;5683;0;0;0;1;Fruehling;17;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-04-25;8453;0;0;0;1;Fruehling;17;0;kein Schnee;5;viel feuchter als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;6;Freitag
2014-04-26;10754;0;0;0;1;Fruehling;17;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;5;viel waermer als Mittel;0;7;Samstag
2014-04-27;1364;0;0;0;1;Fruehling;17;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;1;1;Sonntag
2014-04-28;7711;0;0;0;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2014-04-29;14322;1;0;0;1;Fruehling;18;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;0;3;Dienstag
2014-04-30;18776;1;0;0;1;Fruehling;18;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;0;4;Mittwoch
2014-05-01;3424;1;0;1;1;Fruehling;18;0;kein Schnee;3;Mittel;2;weniger als Mittel;2;kaelter als Mittel;1;5;Donnerstag
2014-05-02;19000;1;1;0;1;Fruehling;18;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;6;Freitag
2014-05-03;20877;1;0;0;1;Fruehling;18;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;7;Samstag
2014-05-04;2584;1;0;0;1;Fruehling;18;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;1;viel kaelter als Mittel;1;1;Sonntag
2014-05-05;15922;1;0;0;1;Fruehling;19;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;2;Montag
2014-05-06;6697;0;0;0;1;Fruehling;19;0;kein Schnee;4;feuchter als Mittel;3;Mittel;3;Mittel;0;3;Dienstag
2014-05-07;6965;0;0;0;1;Fruehling;19;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;3;Mittel;0;4;Mittwoch
2014-05-08;6955;0;0;0;1;Fruehling;19;0;kein Schnee;3;Mittel;4;mehr als Mittel;3;Mittel;0;5;Donnerstag
2014-05-09;10089;0;0;0;1;Fruehling;19;0;kein Schnee;4;feuchter als Mittel;3;Mittel;4;waermer als Mittel;0;6;Freitag
2014-05-10;11979;0;0;0;1;Fruehling;19;0;kein Schnee;3;Mittel;3;Mittel;5;viel waermer als Mittel;0;7;Samstag
2014-05-11;1391;0;0;0;1;Fruehling;19;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-05-12;7855;0;0;0;1;Fruehling;20;0;kein Schnee;4;feuchter als Mittel;3;Mittel;1;viel kaelter als Mittel;0;2;Montag
2014-05-13;7099;0;0;0;1;Fruehling;20;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2014-05-14;7592;0;0;0;1;Fruehling;20;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2014-05-15;7125;0;0;0;1;Fruehling;20;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;5;Donnerstag
2014-05-16;10582;0;0;0;1;Fruehling;20;0;kein Schnee;3;Mittel;3;Mittel;2;kaelter als Mittel;0;6;Freitag
2014-05-17;11368;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;7;Samstag
2014-05-18;1424;0;0;0;1;Fruehling;20;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;1;1;Sonntag
2014-05-19;7146;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;2;Montag
2014-05-20;6629;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2014-05-21;7075;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-05-22;7547;0;0;0;1;Fruehling;21;0;kein Schnee;3;Mittel;3;Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-05-23;10505;0;0;0;1;Fruehling;21;0;kein Schnee;5;viel feuchter als Mittel;4;mehr als Mittel;3;Mittel;0;6;Freitag
2014-05-24;12582;0;0;0;1;Fruehling;21;0;kein Schnee;3;Mittel;4;mehr als Mittel;4;waermer als Mittel;0;7;Samstag
2014-05-25;1506;0;0;0;1;Fruehling;21;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-05-26;8003;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;2;Montag
2014-05-27;7373;0;0;0;1;Fruehling;22;0;kein Schnee;3;Mittel;1;viel weniger als Mittel;3;Mittel;0;3;Dienstag
2014-05-28;11717;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;4;Mittwoch
2014-05-29;1906;0;0;1;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;1;5;Donnerstag
2014-05-30;11305;0;1;0;1;Fruehling;22;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;0;6;Freitag
2014-05-31;10488;0;0;0;1;Fruehling;22;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;2;kaelter als Mittel;0;7;Samstag
2014-06-01;1442;0;0;0;2;Sommer;22;0;kein Schnee;3;Mittel;4;mehr als Mittel;1;viel kaelter als Mittel;1;1;Sonntag
2014-06-02;9913;0;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;2;Montag
2014-06-03;14035;1;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;3;Dienstag
2014-06-04;12332;1;0;0;2;Sommer;23;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2014-06-05;12072;1;0;0;2;Sommer;23;0;kein Schnee;3;Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2014-06-06;17253;1;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;6;Freitag
2014-06-07;21215;1;0;0;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2014-06-08;2100;1;0;1;2;Sommer;23;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;1;1;Sonntag
2014-06-09;2456;1;0;1;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;1;2;Montag
2014-06-10;11943;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;3;Dienstag
2014-06-11;8438;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;5;viel waermer als Mittel;0;4;Mittwoch
2014-06-12;7195;0;0;0;2;Sommer;24;0;kein Schnee;3;Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;5;Donnerstag
2014-06-13;9580;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;4;waermer als Mittel;0;6;Freitag
2014-06-14;11742;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;7;Samstag
2014-06-15;1411;0;0;0;2;Sommer;24;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;1;1;Sonntag
2014-06-16;6951;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;2;Montag
2014-06-17;6009;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;3;Dienstag
2014-06-18;6476;0;0;0;2;Sommer;25;0;kein Schnee;3;Mittel;5;viel mehr als Mittel;3;Mittel;0;4;Mittwoch
2014-06-19;7056;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;4;waermer als Mittel;0;5;Donnerstag
2014-06-20;8966;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;6;Freitag
2014-06-21;11714;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;7;Samstag
2014-06-22;1643;0;0;0;2;Sommer;25;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2014-06-23;7829;0;0;0;2;Sommer;26;0;kein Schnee;4;feuchter als Mittel;3;Mittel;4;waermer als Mittel;0;2;Montag
2014-06-24;6516;0;0;0;2;Sommer;26;0;kein Schnee;5;viel feuchter als Mittel;3;Mittel;3;Mittel;0;3;Dienstag
2014-06-25;6918;0;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;3;Mittel;0;4;Mittwoch
2014-06-26;7322;0;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;5;Donnerstag
2014-06-27;9070;0;0;0;2;Sommer;26;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2014-06-28;12501;0;0;0;2;Sommer;26;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2014-06-29;1611;0;0;0;2;Sommer;26;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-06-30;8023;0;0;0;2;Sommer;27;0;kein Schnee;3;Mittel;2;weniger als Mittel;1;viel kaelter als Mittel;0;2;Montag
2014-07-01;5922;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2014-07-02;6641;0;0;0;2;Sommer;27;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2014-07-03;6210;0;0;0;2;Sommer;27;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;2;kaelter als Mittel;0;5;Donnerstag
2014-07-04;9020;0;0;0;2;Sommer;27;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;6;Freitag
2014-07-05;12375;0;0;0;2;Sommer;27;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;7;Samstag
2014-07-06;1535;0;0;0;2;Sommer;27;0;kein Schnee;4;feuchter als Mittel;4;mehr als Mittel;4;waermer als Mittel;1;1;Sonntag
2014-07-07;8053;0;0;0;2;Sommer;28;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2014-07-08;16911;1;0;0;2;Sommer;28;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2014-07-09;15019;1;0;0;2;Sommer;28;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2014-07-10;13925;1;0;0;2;Sommer;28;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;5;Donnerstag
2014-07-11;17572;1;0;0;2;Sommer;28;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;6;Freitag
2014-07-12;21677;1;0;0;2;Sommer;28;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;7;Samstag
2014-07-13;2548;1;0;0;2;Sommer;28;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-07-14;11991;1;0;0;2;Sommer;29;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2014-07-15;4885;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;2;kaelter als Mittel;0;3;Dienstag
2014-07-16;5482;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;3;Mittel;0;4;Mittwoch
2014-07-17;6082;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;4;waermer als Mittel;0;5;Donnerstag
2014-07-18;8153;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;5;viel mehr als Mittel;4;waermer als Mittel;0;6;Freitag
2014-07-19;9875;0;0;0;2;Sommer;29;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;5;viel waermer als Mittel;0;7;Samstag
2014-07-20;1650;0;0;0;2;Sommer;29;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;3;Mittel;1;1;Sonntag
2014-07-21;7175;0;0;0;2;Sommer;30;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;2;Montag
2014-07-22;5486;0;0;0;2;Sommer;30;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;0;3;Dienstag
2014-07-23;5692;0;0;0;2;Sommer;30;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;4;Mittwoch
2014-07-24;5792;0;0;0;2;Sommer;30;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;5;Donnerstag
2014-07-25;7776;0;0;0;2;Sommer;30;0;kein Schnee;1;viel trockener als Mittel;4;mehr als Mittel;3;Mittel;0;6;Freitag
2014-07-26;10480;0;0;0;2;Sommer;30;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;7;Samstag
2014-07-27;1538;0;0;0;2;Sommer;30;0;kein Schnee;4;feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-07-28;7029;0;0;0;2;Sommer;31;0;kein Schnee;5;viel feuchter als Mittel;2;weniger als Mittel;2;kaelter als Mittel;0;2;Montag
2014-07-29;5804;0;0;0;2;Sommer;31;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;3;Dienstag
2014-07-30;6517;0;0;0;2;Sommer;31;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;1;viel kaelter als Mittel;0;4;Mittwoch
2014-07-31;10777;0;0;0;2;Sommer;31;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;5;Donnerstag
2014-08-01;1717;0;0;1;2;Sommer;31;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;1;6;Freitag
2014-08-02;10318;0;0;0;2;Sommer;31;0;kein Schnee;4;feuchter als Mittel;2;weniger als Mittel;4;waermer als Mittel;0;7;Samstag
2014-08-03;1322;0;0;0;2;Sommer;31;0;kein Schnee;5;viel feuchter als Mittel;1;viel weniger als Mittel;2;kaelter als Mittel;1;1;Sonntag
2014-08-04;7937;0;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;3;Mittel;0;2;Montag
2014-08-05;6382;0;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;2;weniger als Mittel;3;Mittel;0;3;Dienstag
2014-08-06;6081;0;0;0;2;Sommer;32;0;kein Schnee;1;viel trockener als Mittel;3;Mittel;3;Mittel;0;4;Mittwoch
